age,income,credit_score,employment_length,debt_to_income,loan_amount,loan_term,previous_defaults,credit_inquiries,credit_history_months,savings_balance,checking_balance,default
39,6580.575614469336,581.9233553420974,5.909212032759648,19.437978103104214,34909.469300936464,24,1,2,98.46388293157625,1087.8433233361059,10096.027544285724,1
19,25622.20720053864,613.1196734811132,2.9353651835184613,25.181339940371938,95056.00304706336,36,1,1,32.29155620412979,24323.5017794449,5775.98231350358,1
41,21593.774713247767,744.5940960639438,3.710213206651354,39.587439904071985,91467.80366753711,24,1,0,220.07246298299788,1699.9444223183443,183.96740159278863,1
61,74105.05156158739,669.8056925885151,2.540416144546762,28.124602050874582,9426.456115278526,12,0,2,94.78089234896807,4569.2717326468055,2416.946496147459,1
47,81270.87331620938,446.56441321156376,6.3180990908899375,10.53209596507035,34246.4760257895,60,0,0,221.82894057719454,2872.781761527619,3611.279731873539,1
55,8327.108381471462,552.3574460268402,10.462065368979319,13.270857095613467,35288.119389354484,12,0,1,107.96752838423778,12736.055224605081,8948.955526511825,1
19,22828.804169992007,747.533573488876,9.189381632021576,13.267426590075889,21944.831503245856,24,0,4,224.90134417102,670.6672247258967,2431.196825085127,1
38,23368.60761356089,694.8942718192998,7.709486823115005,45.75491098438654,44126.0714697358,12,0,1,137.06965496071888,2174.856444698462,12117.855775625652,1
50,8208.982677202444,824.8135572524284,0.06941818881391856,30.52576652286993,75051.52962600107,24,1,3,129.84038498509437,10432.045851591012,4147.186965960754,1
29,80086.75900249564,818.2647594013297,12.145305106091104,20.048765401797546,10834.775161500222,60,0,1,101.11166950079168,2603.374312377891,1875.9811236109958,1
39,61418.112567749675,615.7754869853209,1.6070610956313423,13.38300080120429,67493.47026604263,24,1,3,207.90343274995575,12210.082821241627,1515.7174627422582,1
61,10559.624176961988,900.3237805069489,10.945118913168168,26.400049696232564,26815.5869661209,36,0,7,156.26545808050483,1824.1744449490777,274.466453867909,1
42,22842.281519771488,652.4479669851911,1.0968042182208817,19.589241853140784,64601.537508694724,24,0,0,23.05881424750502,10685.905551720209,11916.828527896267,1
66,5591.5717292891195,553.7331465590975,2.895930542550272,23.85472889659712,68507.45939840702,36,0,3,199.5644372295345,6316.917777006862,3874.056091327788,1
44,49470.84737564512,586.6360134089423,6.919462126930735,34.669349900096684,73085.60781288524,60,0,2,110.50936467188238,246.2904277655007,1286.8749831003074,1
59,6469.679659593019,424.32748947105813,5.112131979369966,40.48404752387677,86309.2538562509,24,0,1,173.6134696150988,9442.755938458742,792.8121219925418,1
45,213200.33646448614,810.7019008249281,2.6886031866441162,32.55007936865127,90062.35669518408,60,0,4,111.92203676504334,7347.52140754235,38.61838686370865,1
33,75861.6444064644,809.4761989043864,5.67571528000744,42.45529597034169,76153.89185591128,48,0,3,152.59411098294785,3795.380098542239,3272.3190244203943,1
32,24734.37315961957,548.4492561186679,3.980879973147093,6.966881384341751,48628.72680888586,48,0,2,227.56721437041483,16157.828424008829,1821.2958028603,1
64,43204.35955250423,627.2115711618094,1.6129986777661174,30.915219809074173,5374.0859884815,24,0,2,134.94507614772328,5679.018125381188,1952.3809330784975,1
68,121148.34675295005,659.5607544112578,5.1969471807870065,44.186204150647924,93773.6436365834,48,1,3,28.937807562561392,7785.445251353543,407.8564291688887,1
61,40382.94767629455,553.9646947857887,1.1423327565273058,20.92912350587411,60531.41880777608,12,0,4,184.75961455529676,30872.873055266584,17902.76964975073,1
69,9588.209103286865,474.48979687288386,5.920659455139607,4.0748688310678505,53922.52897551707,12,1,1,90.46921997845789,11300.233984509512,5267.920816447184,1
20,23797.331141513783,628.9642396223088,0.01557863230871466,20.133214963212296,24709.079476892024,36,0,3,166.69148901471908,491.1420245766699,2284.8624124403786,1
54,92621.63033929931,617.8920570540753,3.9789183128626737,39.32615098962863,68739.38201217318,48,1,3,47.06043481721815,17892.707988761427,2143.270737433176,1
68,51671.154337000335,611.1588759011224,2.563032940009813,46.52968891935429,99478.36440390706,36,0,4,141.05034375882266,1893.7871295390466,2971.8954479151994,1
24,52594.696937477645,672.2716062600964,1.8055938283962056,15.508381869359301,33672.88328920762,48,0,1,91.74577408299444,11102.240225021793,3920.37099138601,1
38,100803.24189271843,792.9519658525992,3.625335903699714,18.070673480096406,80158.42295906563,12,0,1,84.59007521678866,19783.793190544275,4000.231699296233,1
26,112203.10211425007,619.6907280308274,5.18257856580755,40.0268246155478,29821.171105386726,48,0,1,88.90297386971729,22131.53118234742,3649.9593793916106,1
56,126156.95735973555,667.0442998721363,16.806845738530964,16.79725978246332,49285.37603928223,12,0,0,184.3730847318707,1711.4930504675626,6753.80528441337,1
35,4982.685593766578,722.6870523744936,8.950738540708269,33.80861687527339,22115.336188546582,12,0,2,181.49915019444938,6446.042358084788,3375.7133961817385,1
21,39276.94138728509,705.4142926512749,6.3141907192127835,15.885624088034115,51765.68568799407,60,0,4,84.62822067030649,5749.3410918981235,11295.968449299326,1
42,67451.7633839335,588.5576475552158,3.2597086499615973,12.900998120981136,46470.77577662933,12,0,4,53.92927024584593,6453.763538485281,360.0441327879313,1
31,70719.64160438393,659.6377123114036,2.489087320178854,15.391084143532172,4852.681657367579,12,0,7,52.253061466887864,1289.5763811259885,4618.158516288393,1
67,46661.18976665835,704.7539820169053,0.165352526414122,9.405935081054267,38798.750746708865,36,1,4,117.58409237215054,11665.013030902179,6753.652600506509,1
26,9123.318474960866,537.1648662489222,2.2243850415431985,36.31057643222512,7209.519075817646,48,1,0,153.34920721032174,9146.291818812522,390.0913928424543,1
43,79831.1571580673,776.3539010796508,9.431795084152672,2.990364983320165,45611.940343493756,24,0,3,94.92706545751263,15593.660827781352,2480.370488377596,1
19,63668.16872903973,793.1588905214111,2.4227411102527032,15.534668926292824,98036.95878690036,24,0,3,23.1037767103201,26721.549209136945,5503.169732628883,1
37,4503.663255733752,577.7219744555506,3.0956281948546884,31.743791186961133,30004.714102012942,12,0,2,116.64483963457305,4209.643692574891,8045.701437957026,1
45,31163.318806382893,669.3670018348168,1.586134085598347,37.888704227945794,52048.331975389796,48,2,2,162.43465953573755,12021.892745712115,10239.692915632104,1
64,9556.657224086266,714.2278256671032,1.6019407212909016,43.787906905360245,13889.437267567815,60,0,3,143.22990172250053,7882.447941848158,1890.2534710554312,1
24,20585.00368707837,595.4385843671247,0.31934311926700487,12.441356903369211,16243.290156028808,24,0,3,83.29983453719827,28823.088651666956,4060.660700714952,1
61,912.3276329167063,698.1613845688095,4.7570503688608365,47.430100480394046,36191.47684769441,36,1,6,127.45510245720045,15553.516402953923,179.08164509898023,1
25,25568.777781770157,666.3255626292165,2.971664853821766,38.843991219338626,49484.01058549048,36,0,3,40.92552749747619,2446.5145504182483,1531.3526491392909,1
64,39911.71125363297,503.2081822361199,4.656524506288667,40.061013661810605,70439.48706763689,36,0,3,100.68840378094033,3597.9498773104256,2422.9319987010585,1
52,48324.30945883536,695.9161315978558,3.9580675792534716,68.46062833712998,46212.577244570464,60,0,2,53.8523536477887,6984.504331039988,1742.497022610705,1
31,54456.42191347343,539.9857583728964,8.018387360798915,28.192058501643253,3414.154066935076,60,0,1,201.7919947778854,2637.6537281180745,8152.467345868354,1
34,90483.336502684,743.9202851662047,6.95175112135076,33.01627092270675,27824.92779799627,60,1,2,101.9606589684301,5048.377961232048,7213.5390929179885,1
53,12133.071296641869,582.8788924866111,7.380085667026291,36.08292877413388,3452.556451817799,48,0,1,121.0807416407098,6968.432506447576,412.67420078520206,1
67,6419.052347748259,633.8714566338855,3.458131757451542,16.508119245442558,91876.23159440815,48,1,1,67.21424476780393,28026.45544527234,1784.3452659270174,1
57,95371.03339422807,787.2278913446576,2.1838606271470207,67.7023714047197,3874.4739650300808,48,0,3,174.1997914930551,754.3927653867295,6681.365363978056,1
21,8516.456605443072,699.6381646528845,13.548001299085179,22.009936693475552,5909.449116526255,60,0,3,164.13144522959283,16864.38619236153,624.7266567653711,1
19,183966.4231913008,542.0526080425454,0.2789896183086242,34.42904997540705,30529.274230458643,24,0,2,56.23786207996302,6350.017502103696,1098.4590523656775,1
23,92428.62882599038,548.5083429200916,0.8280379303947415,15.251319512232337,63600.55296873267,24,0,3,35.51618917394468,21403.15228941058,4104.963085959764,1
59,34745.09655067964,590.0697211376274,2.7201809691967522,4.396890589170891,36437.72694680357,24,0,2,39.58924992953271,488.0613129225541,3340.3863936049333,1
21,199287.31198560126,689.4644083356666,4.759041035809008,37.80027416710624,7095.021665686241,48,0,0,120.8276489363027,8292.450487391612,1367.7899564008383,1
46,5122.500492822375,685.8299814932768,0.04117091416361047,33.13980005696712,83788.86950765473,48,0,0,234.38764034812277,10490.762149846983,549.5012539006261,1
35,18053.211078049357,565.689769533713,6.35275046611447,7.328776907853799,70321.83022664046,24,0,3,204.74071927005747,25813.557370634866,207.0397007541464,1
43,50836.559522224314,533.2790514385641,4.090452556657797,22.423661130611446,40240.83248236912,60,0,4,119.17285743611859,7991.290308775651,7750.120487469838,1
61,21539.67415150488,678.1583405085835,3.31505688598974,7.7901900471191,68013.7917171594,24,0,2,165.44575028626693,17965.346238064594,2075.325267135583,1
51,131813.84631263246,631.8139934209838,2.7538566681709726,16.77098786172044,28184.105579652023,24,0,0,111.33368872981704,37456.11555702802,9106.23117004435,1
27,3393.929350439305,865.7215887447737,3.6645053092129776,25.84661923407221,53258.912592870845,12,0,0,236.88993449457269,3813.6455046327233,3256.004365687704,1
53,39860.07548931429,653.6603656563079,0.8824076220319468,9.138479519599816,88170.32428838978,48,0,1,99.73414225584638,49463.64157216487,9921.055621300155,1
31,44685.660089990146,831.4252827700275,0.5754368944628929,11.059720137509704,11660.425831115657,12,0,3,233.45773391758,1934.0930675356703,4097.048295836911,1
48,52882.365042514444,532.961640189566,1.7098992297395714,35.970518774533225,84842.47066594326,12,0,1,195.04847397862815,11552.716696755737,9263.766627478759,1
65,14763.286009847017,492.67870604382927,6.180840992363912,23.9055023124131,79066.28830298698,36,0,3,102.93806626673205,10542.022114292122,360.59777626447726,1
32,22672.38608890388,537.9914867474465,4.43715460521866,55.68299475649388,94960.9870309523,12,0,1,203.56727887084003,1397.3646333020733,3776.9636078043545,1
25,92792.67395156431,768.9129781453466,3.270815338692852,41.80089760819971,51863.903162827686,60,0,2,150.4629882850186,936.6025824668409,4184.375111656606,1
31,10842.095482182884,825.6101589693534,4.237567353600076,19.237055663217358,28216.186322641,24,1,2,166.86731149562385,9217.125687477097,12665.901499505315,1
40,87685.00434639376,571.7820546047366,4.096478191665251,72.94999587254416,35956.835089414206,36,0,1,47.09080660803071,5400.068568119154,7017.536593161891,1
57,41351.694432532895,603.9433970240442,1.8339289008240265,55.2124432226568,64341.12463402771,60,0,4,196.1137528489392,876.8506334841491,6701.078129138864,1
38,71813.63889985875,533.1019089787501,0.5126888902458132,29.306812168342645,14938.740559112166,36,0,3,89.23116901783814,13945.818884217964,285.2070081785578,1
33,62519.578221005104,468.8360152881613,11.354577971194853,13.022718992482268,35815.137284732315,36,0,5,55.895570416123604,1132.1868697502703,6247.119785427857,1
62,11628.8639276708,721.841169777663,4.580344565187794,39.466263582400494,72916.86517750687,36,0,3,198.2004534574031,16720.679022661763,1169.01369450118,1
35,42060.639850394364,672.3020302962163,5.982470857071754,40.191836028931185,57800.97616375149,12,0,2,205.16897000601756,1070.6339865142065,14207.586937478101,1
64,101142.91127409911,651.0487982673875,3.118079697524416,21.004089105301887,7212.475223462091,60,0,2,208.6193461369828,12525.100904688585,4969.217896544245,1
41,28291.926172999367,509.994346283662,7.062792929749838,29.106018593230935,50188.57558183215,36,0,4,212.89040409695,20406.9157366658,30866.794109990875,1
43,169946.15382776296,813.9956681828661,4.391330399097134,23.767261577659962,52897.46625893438,36,0,2,199.6120047277623,19264.253829039975,10646.354979739188,1
42,30093.629376171928,599.6643261950527,0.2765125084216187,48.459148724219716,70379.81853506815,24,0,5,74.40224657411311,13862.544061435568,8694.044227109549,1
62,7703.362970968471,703.3626424816475,11.040787212233882,43.4133935763824,2054.849346638607,12,0,2,148.4344412134296,2087.4601596029984,17088.41865993984,1
58,24668.49985075385,504.5438594755276,1.8230758267651095,25.699737434282273,43411.91199033311,48,1,5,112.39342252740336,6419.196993135543,2275.3924588858986,1
46,151518.67706575032,630.9474810379962,0.7418665400867451,40.89938726799176,88775.01970174165,60,0,3,106.59187713936865,4373.788390807295,8614.06641438613,1
32,19262.602468690337,679.1374456238584,0.460801272534043,20.230691011393695,3489.7007073223394,24,1,0,158.5164045552806,6116.295467327648,730.6030463270924,1
62,101284.86341931131,682.7075218053308,6.372697315013257,15.903058769143405,67568.61372513798,48,0,0,181.56644711945412,13709.000135921415,8087.053432792763,1
18,106537.02882814675,665.4648543236625,6.086444807319808,24.60316915909828,23095.033874556768,48,0,3,164.67400926789514,19456.942893735424,6207.257190115339,1
42,21553.495889210466,699.4522492048773,6.0225668322377635,57.21637762616858,39361.066220038425,60,1,2,95.14267038094376,10708.057377944107,96.45002000400753,1
24,4346.441277161915,536.9479543967038,12.369998102290863,10.525395720709568,88527.03926546736,60,0,1,222.41879001722538,140.33983834669073,491.10793491906725,1
26,64468.89345336491,669.737260543966,2.1457905839521096,30.48245068634168,36890.23635676993,48,0,1,66.2698983917112,1356.562349761203,1270.8367844280685,1
41,18662.89122323049,661.3757683480277,4.1177950075189,19.194520890645794,54999.67354509221,12,0,2,23.70008853234032,4170.361522952985,4251.452303547368,1
18,76375.29896761742,673.1672684195061,4.8312874666146834,38.947418593485516,9874.504110605925,60,1,2,28.47056160828447,23886.50731826632,365.77685734646474,1
61,29228.528447804296,657.2345217319182,19.432221870381397,2.9469585279998083,33145.85068607854,36,0,2,21.30699370724049,9287.048530955539,26537.35847132399,1
25,33205.32293976353,522.6787226086602,1.8723484176204774,14.78082659977269,15023.430212754934,12,0,1,228.91572329876283,16228.866839203005,7502.6350654833195,1
41,75233.49513208136,518.2200247891026,15.655606942404493,27.140919211532438,56594.163980011246,60,0,0,73.80838468977024,6152.117659411256,4431.17601344964,1
28,24092.74543765256,428.57318141154485,0.805155085427912,3.8940059292073252,46518.87302108432,36,0,1,154.78221027799248,26864.224637973115,2913.8830629158238,1
68,29270.934617233936,731.7534509845298,7.219648217925295,68.5299238504835,27193.09198254154,60,2,0,179.1051304700312,3251.762624492438,3182.511943140834,1
34,23595.50978101458,732.7657509735199,5.010412900598725,50.04885117734703,99962.69840324896,60,1,0,223.4659705011182,19860.23487534107,1493.7018702716832,1
25,22891.147020281413,734.355029122212,8.488505925554465,16.651096252726997,16174.164384883365,12,1,3,160.02939589740305,1899.2301241974233,4043.282287294521,1
52,37321.76283395331,680.6789962461452,0.1455252302674941,12.284269552966741,82722.6567229762,36,0,1,51.4925380941528,12928.75826475092,4722.052216332558,1
52,82721.61865201735,436.68807822818894,0.4067609726398599,5.695779876651916,4540.339977094836,48,0,2,89.6039491672317,11528.277768196544,27809.930353324078,1
50,22452.69570513162,547.3289508214734,0.36121813791826185,23.83344250351172,84836.91012002669,24,1,3,20.890108025224254,1186.7818236993971,1715.3557104544384,1
22,37143.6347581243,667.0415417593111,4.49421240279149,36.72245687160964,48222.3019270524,48,0,2,65.57328499200474,18394.742613540177,3369.8991146013022,1
59,55543.453671670475,663.5518002791796,4.618289862038807,16.413361100110187,82990.8239814037,36,0,1,62.58293040756163,17588.869755844295,9515.00277980287,1
56,15697.157886712881,627.7251786847979,11.827884819658266,5.152151734264047,74971.74409711179,24,0,1,74.57915287045515,20167.323039368104,7600.022147062653,1
58,16253.471168622178,686.8917202908247,3.1518339687864168,27.25944776023164,57690.79739657151,12,0,2,215.5732105524396,3017.1874445033995,498.07867351221796,1
45,135462.39116586559,651.1651707685246,0.35237549903633925,15.638831161972192,37785.09718418152,24,0,4,147.10028672295303,1545.773022533431,820.000184974607,1
24,64283.47525049536,662.0770465551361,1.1756340836384256,22.879703840235994,66885.71450090298,12,0,2,170.02460567682672,6166.2343469084335,689.0807895877073,1
26,43041.225614634066,586.0934667167984,0.04052929352132714,22.184575101213017,83422.25885080868,12,2,1,157.49604706098313,19551.94386679893,1674.7259260603328,1
25,52166.45597630094,748.2010986121591,7.496520849243443,22.625884827517222,50827.301226721676,48,0,1,24.5924245903983,16063.161142330771,2221.9749442698744,1
29,1486.862227897426,606.9228391319616,8.453224570362055,48.64568414218265,42071.92455303159,24,0,1,129.86040189307928,11701.799957197683,1050.4575027984754,1
51,48130.21250320643,516.9350916979374,30.92625698139581,49.505673706848015,15146.510486789675,12,1,1,159.08157525635525,41796.16489874469,3488.4430390422413,1
50,35617.404515091,572.9000987181271,2.6567954072195423,54.46848944378614,89728.53427351468,24,0,2,207.4682490699755,10477.59585919425,1053.0771132544469,1
65,39455.34333813251,615.153380863802,0.09743510007510976,26.079960298238024,27463.03793221302,36,0,0,219.02502855740224,22979.55453478006,3484.529530030961,1
40,22269.361852603593,749.4002788368847,1.3376320569416942,6.042661137399509,13228.574771109266,48,0,4,62.385025431274904,6082.550079361156,2047.8008159629787,1
41,4249.247817263856,645.7732001565207,4.4308554305874885,30.816717192295357,7555.921224321423,36,0,0,54.70775521573509,15698.728381698471,4813.610769699986,1
54,10742.60314606855,631.3851781034351,16.343346886988698,47.78886763473051,75327.2714271983,24,1,3,120.00080248158984,11560.777148746332,3284.2472442867233,1
52,150536.92855948012,525.1336575237373,0.5467230496643428,35.98334463805491,67824.60867709717,60,0,0,106.33035834482543,488.59591582013394,7929.804807117665,1
61,26271.55179365433,728.5482589829576,0.6481124697265326,30.987049685935368,12925.38104260434,24,0,4,185.0675654581236,4665.987890805524,1810.7016437318732,1
57,31431.97885415952,584.8047845976614,6.049266725633197,47.025172149467686,53484.086858683724,12,0,3,95.27826669372529,17321.120320560967,1679.0819242888006,1
39,2707.4890317307063,639.9972141058664,5.501173846214033,44.64327319964848,16116.860146610528,48,0,3,234.9660766348332,4742.160280503191,7397.286554405481,1
44,1914.5012551766308,798.0183076881865,1.4417872043874023,45.695586241824365,38973.640555815764,60,1,1,158.01893243346024,3468.722791493873,817.4083457086616,1
52,63147.48713046646,700.8763331049305,8.387106227699713,27.41656215913312,78503.9694027085,24,1,1,63.507201802089206,268.33079941900417,6786.348423570553,1
18,38619.76547952298,487.17459522848253,0.6892966115212855,45.14701468931005,23555.75351285854,48,0,1,97.95464023118056,1682.5683100804138,13929.531152385067,1
52,35535.62601263522,473.0489763647528,13.001038363371393,12.701653814803581,3743.777185966761,12,0,4,163.31024843960657,1714.0764035742554,430.0028994787353,1
54,13927.827212950537,643.5689549880753,1.1221714844175612,42.43643143339924,20140.369521567372,24,0,2,151.2498430911372,26674.25441509337,7080.55329285552,1
64,68275.73441341479,528.7259385125195,0.42426330378252786,26.238417658319303,40648.99612768347,36,3,4,179.10816797575796,1425.0875591117265,3822.7164905517643,1
31,9210.361424301902,714.8546747632997,2.073957973002933,21.46339329159939,24926.549632983657,60,0,1,108.4055280308805,6723.53603179677,980.7782013686851,1
20,10532.023558962539,654.226306496498,1.0402975022500471,17.990463503878328,72500.0396816662,48,0,2,184.24411267203246,14961.60390071231,4911.423541724197,1
18,30875.29228416583,666.5384769023863,3.7426781912186518,8.502719977658057,79128.75704475772,24,1,1,105.3076743950048,6785.765693888377,1138.8037123158203,1
22,16863.217861131674,579.3256818357647,5.805309563303932,15.318860693280614,24809.813428453628,48,1,1,45.87247873179801,5321.683115205009,6533.340182575056,1
43,14215.254459727676,824.1383655286705,3.3757660225594894,39.94556100784288,27593.632267177458,60,0,0,37.956255023415736,23524.646344733203,7456.518572166277,1
31,51815.35674730899,934.2593728010459,5.402987643434668,49.92149330394259,56447.18636847295,36,0,1,231.2088043762453,22815.482529265282,2368.1529961173896,1
56,52630.120039877445,622.1415276243285,2.270025568749128,17.162538739871703,75499.03118014963,24,1,3,23.46685343460364,18583.433832391755,5299.689023554403,1
44,87010.67523119545,685.3039248415001,0.14159922610829928,8.901063646930108,95977.52837481869,60,0,4,166.76389791746314,6709.084273987852,6350.03621453664,1
26,27039.21062742338,659.7417343064312,18.260640518403097,35.007543092354695,30754.596972873398,12,0,2,231.45662454305108,8413.802488455825,4045.1457555098928,1
32,3794.6754729564755,624.0313136558931,8.557727083820405,26.704642958553038,91196.03968261756,24,0,3,108.93664763412822,1996.7346916603317,5513.418979129085,1
32,15987.292240250068,566.7929532267203,0.3812681071393137,7.9774047358712,18994.23025064556,12,0,7,177.1030759369023,19360.407072683018,20277.505366181613,1
43,195614.81012919685,541.5032012519523,2.981703296495817,20.07349965258807,5064.936620852828,36,0,1,118.44577200766321,2037.1123085351219,4015.356859238464,1
59,45349.03218186328,536.4402734474476,5.039550867684075,51.15135915113578,79456.8565243804,36,0,1,224.935857032639,1940.2989314946992,5661.034077060575,1
30,61848.40812922564,690.5240025549145,1.057274839774481,15.957341368446642,48382.80207270323,24,0,3,107.83645206932465,34837.81358835939,13579.795265072373,1
68,369.2515984712801,598.0325521796365,4.3136148900913245,38.20177271253605,8608.738352788147,48,0,6,47.94949268486594,4373.187888292955,9132.302450717052,1
49,36511.90431518456,392.170714985947,3.814079453132679,17.384934211296887,8039.500687230894,48,1,1,93.74643970328191,32300.498685273415,2486.707415514768,1
56,1912.5493661235043,694.4858220598322,1.1676438862279988,37.58772274096812,2348.2332237038117,48,0,3,221.9975818047935,27808.78638929884,7001.0292952220325,1
66,42109.07331810655,646.1738717535844,0.7611560866582324,48.73647770389961,31326.18330784424,48,0,2,146.314652167987,23414.7773732238,3741.1593394737024,1
69,126770.54938643576,784.6673001401145,7.114009415604471,30.63903046451926,73800.97037585975,60,0,1,74.41620001387646,24112.952065441834,1053.6209630832575,1
49,172760.18686488483,687.3122397091009,1.9473666508106704,6.927874508820185,66866.0751433618,24,0,2,117.34832057902172,9237.411433582605,1699.809176409729,1
21,38886.54900386941,502.13264036897027,1.3988376021672355,42.28966161430971,99967.1111190724,48,0,0,138.696391039922,460.1634014529485,242.3188125669872,1
47,30643.36092110908,427.0323359270019,6.694732903543832,30.388543770893556,59799.22156383551,36,1,2,20.014660724668847,20637.089648460205,2100.6371442091145,1
54,145036.64732887366,578.0527615662063,6.660332033748491,56.454162045389026,11936.75297954004,24,0,1,182.2347003700062,37607.64037679837,8397.868029930245,1
40,55983.08894423861,587.4892579306347,1.6175940724274618,10.281338819923997,97871.54407535178,48,0,6,37.66435224323134,15926.8058062995,12069.381985566315,1
56,3355.051653813988,744.3159201000167,10.300880047941988,23.889121934105543,69604.18053316987,12,0,5,226.68920872006458,10510.761173955587,10044.841711775265,1
62,31342.283626199995,649.1129067710426,5.827771119622163,70.56277868078294,38029.5435364457,24,0,4,137.1637122761897,2299.076324441613,295.50452685313945,1
32,13737.964519882678,763.3688498098509,2.1214373464457865,15.231076997568538,25452.48659623389,48,0,0,22.60390322533553,27794.37532572655,6244.1051899427,1
60,31725.456788074367,517.5166944297365,2.7886223271854034,9.056257233563715,22994.50271981938,60,0,0,146.6759967686511,613.2514592902373,1457.3056006698564,1
46,30391.205498475694,746.5264384380448,6.486103136648545,33.40511105980896,95667.08541205396,12,0,1,83.39501585145595,5233.038315549796,3240.2037848081045,1
53,43631.01623455592,722.0989153430919,1.188645988464922,34.338861210904945,42522.67329966475,12,0,2,223.42277702207855,4516.186267688439,6316.77611542983,1
30,22062.684136883756,448.17658885688036,3.162714370986742,16.83440365599717,49193.86184335731,36,0,2,105.14614765202273,19229.669750581594,640.8629928251996,1
49,8972.511118503558,782.2617841260773,5.30020425227124,44.63766831234198,83843.41637416519,48,0,2,97.27144555448957,1155.7356166010818,2800.7387060935907,1
24,35030.69280558311,659.3458491766353,3.8771963510810252,28.612909369756434,96422.55012290379,48,0,1,218.33102144942671,1781.4240295935251,4542.580358734083,1
68,88657.54959866621,689.2044503868506,4.68665703646097,32.84066915239588,1434.9418143394932,24,0,4,118.66067380213941,3161.0782269181227,6810.396558297731,1
39,54534.02563697583,563.5103887571577,3.9506312551842453,35.50822457408271,99034.08264114843,36,1,3,188.00702008744082,5135.7560345186985,3479.841250967441,1
45,20652.278310305275,777.5247012921973,1.1108916101771509,35.31453129162635,8470.691138906392,12,1,1,140.89827621303323,8535.685429447312,2920.3204526387267,1
19,137072.35304485774,531.414767076113,2.6399042249481814,45.80934360491236,83846.6630018771,60,0,1,144.16043168449173,20588.32978683868,637.1376261498959,1
59,121639.000748287,733.2092018373946,3.7962799548770167,40.28175004386823,95081.53936849882,48,1,3,15.645849017139891,5617.785483352227,4658.183599503679,1
62,11744.893129222686,732.0607475908671,7.57206482893229,6.396355785210092,56550.24731238311,12,0,1,69.28522543767201,3134.985466099555,218.62831773008406,1
23,2010.7748155596694,552.5832571827777,5.305198855160994,19.104762643626543,55619.636320181045,48,0,1,115.39840485590761,747.8295204981371,517.1558345960977,1
45,67605.99261616706,848.3373599422574,2.780779671067096,36.038773835803674,67232.3756952599,48,0,2,71.93999052488975,3598.9206262322423,3327.4319638710404,1
45,87899.87215553503,673.1528480217519,18.32578185617367,20.151819353951055,35930.316841433545,60,0,5,129.58948515341822,5677.874004106447,15042.139382839596,1
61,171889.79966063867,715.3892610271024,0.5702996844378705,22.08223783269822,17414.536845934832,60,0,2,221.4683692282081,12768.397507610885,373.49781888947655,1
